repeat_id,fold,imputation,radiomics_after_filter,model2_nonzero,model3_radiomics_nonzero
24,1,12,107,0,0
24,1,13,107,0,0
24,1,14,107,0,0
24,1,15,107,0,0
24,1,16,107,0,0
24,1,17,107,0,0
24,1,18,107,0,0
24,1,19,107,0,0
24,1,20,107,0,0
24,2,1,107,3,0
24,2,2,107,3,0
24,2,3,107,3,0
24,2,4,107,3,0
24,2,5,107,3,0
24,2,6,107,3,0
24,2,7,107,3,0
24,2,8,107,3,0
24,2,9,107,3,0
24,2,10,107,3,0
24,2,11,107,3,0
24,2,12,107,3,0
24,2,13,107,3,0
24,2,14,107,3,0
24,2,15,107,3,0
24,2,16,107,3,0
24,2,17,107,3,0
24,2,18,107,3,0
24,2,19,107,3,0
24,2,20,107,3,0
24,3,1,102,0,0
24,3,2,102,0,0
24,3,3,102,0,0
24,3,4,102,0,0
24,3,5,102,0,0
24,3,6,102,0,0
24,3,7,102,0,0
24,3,8,102,0,0
24,3,9,102,0,0
24,3,10,102,0,0
24,3,11,102,0,0
24,3,12,102,0,0
24,3,13,102,0,0
24,3,14,102,0,0
24,3,15,102,0,0
24,3,16,102,0,0
24,3,17,102,0,0
24,3,18,102,0,0
24,3,19,102,0,0
24,3,20,102,0,0
24,4,1,103,9,0
24,4,2,103,9,0
24,4,3,103,9,0
24,4,4,103,9,0
24,4,5,103,9,0
24,4,6,103,9,0
24,4,7,103,9,0
24,4,8,103,9,0
24,4,9,103,9,0
24,4,10,103,9,0
24,4,11,103,9,0
24,4,12,103,9,0
24,4,13,103,9,0
24,4,14,103,9,0
24,4,15,103,9,0
24,4,16,103,9,0
24,4,17,103,9,0
24,4,18,103,9,0
24,4,19,103,9,0
24,4,20,103,9,0
24,5,1,107,9,0
24,5,2,107,9,0
24,5,3,107,9,0
24,5,4,107,9,0
24,5,5,107,9,0
24,5,6,107,9,0
24,5,7,107,9,0
24,5,8,107,9,0
24,5,9,107,9,0
24,5,10,107,9,0
24,5,11,107,9,0
24,5,12,107,9,0
24,5,13,107,9,0
24,5,14,107,9,0
24,5,15,107,9,0
24,5,16,107,9,0
24,5,17,107,9,0
24,5,18,107,9,0
24,5,19,107,9,0
24,5,20,107,9,0
25,1,1,103,0,0
25,1,2,103,0,0
25,1,3,103,0,0
25,1,4,103,0,0
25,1,5,103,0,0
25,1,6,103,0,0
25,1,7,103,0,0
25,1,8,103,0,0
25,1,9,103,0,0
25,1,10,103,0,0
25,1,11,103,0,0
25,1,12,103,0,0
25,1,13,103,0,0
25,1,14,103,0,0
25,1,15,103,0,0
25,1,16,103,0,0
25,1,17,103,0,0
25,1,18,103,0,0
25,1,19,103,0,0
25,1,20,103,0,0
25,2,1,104,0,0
25,2,2,104,0,0
25,2,3,104,0,0
25,2,4,104,0,0
25,2,5,104,0,0
25,2,6,104,0,0
25,2,7,104,0,0
25,2,8,104,0,0
25,2,9,104,0,0
25,2,10,104,0,0
25,2,11,104,0,0
25,2,12,104,0,0
25,2,13,104,0,0
25,2,14,104,0,0
25,2,15,104,0,0
25,2,16,104,0,0
25,2,17,104,0,0
25,2,18,104,0,0
25,2,19,104,0,0
25,2,20,104,0,0
25,3,1,104,0,0
25,3,2,104,0,0
25,3,3,104,0,0
25,3,4,104,0,0
25,3,5,104,0,0
25,3,6,104,0,0
25,3,7,104,0,0
25,3,8,104,0,0
25,3,9,104,0,0
25,3,10,104,0,0
25,3,11,104,0,0
25,3,12,104,0,0
25,3,13,104,0,0
25,3,14,104,0,0
25,3,15,104,0,0
25,3,16,104,0,0
25,3,17,104,0,0
25,3,18,104,0,0
25,3,19,104,0,0
25,3,20,104,0,0
25,4,1,103,0,0
25,4,2,103,0,0
25,4,3,103,0,0
25,4,4,103,0,0
25,4,5,103,0,0
25,4,6,103,0,0
25,4,7,103,0,0
25,4,8,103,0,0
25,4,9,103,0,0
25,4,10,103,0,0
25,4,11,103,0,0
25,4,12,103,0,0
25,4,13,103,0,0
25,4,14,103,0,0
25,4,15,103,0,0
25,4,16,103,0,0
25,4,17,103,0,0
25,4,18,103,0,0
25,4,19,103,0,0
25,4,20,103,0,0
25,5,1,103,12,0
25,5,2,103,12,0
25,5,3,103,12,3
25,5,4,103,12,0
25,5,5,103,12,0
25,5,6,103,12,5
25,5,7,103,12,0
25,5,8,103,12,0
25,5,9,103,12,5
25,5,10,103,12,0
25,5,11,103,12,5
25,5,12,103,12,0
25,5,13,103,12,5
25,5,14,103,12,0
25,5,15,103,12,5
25,5,16,103,12,5
25,5,17,103,12,0
25,5,18,103,12,5
25,5,19,103,12,0
25,5,20,103,12,0
26,1,1,105,0,0
26,1,2,105,0,0
26,1,3,105,0,0
26,1,4,105,0,0
26,1,5,105,0,0
26,1,6,105,0,0
26,1,7,105,0,0
26,1,8,105,0,0
26,1,9,105,0,0
26,1,10,105,0,0
26,1,11,105,0,0
26,1,12,105,0,0
26,1,13,105,0,0
26,1,14,105,0,0
26,1,15,105,0,0
26,1,16,105,0,0
26,1,17,105,0,0
26,1,18,105,0,0
26,1,19,105,0,0
26,1,20,105,0,0
26,2,1,102,0,0
26,2,2,102,0,0
26,2,3,102,0,0
26,2,4,102,0,0
26,2,5,102,0,0
26,2,6,102,0,0
26,2,7,102,0,0
26,2,8,102,0,0
26,2,9,102,0,0
26,2,10,102,0,0
26,2,11,102,0,0
26,2,12,102,0,0
26,2,13,102,0,0
26,2,14,102,0,0
26,2,15,102,0,0
26,2,16,102,0,0
26,2,17,102,0,0
26,2,18,102,0,0
26,2,19,102,0,0
26,2,20,102,0,0
26,3,1,104,0,0
26,3,2,104,0,0
26,3,3,104,0,0
26,3,4,104,0,0
26,3,5,104,0,0
26,3,6,104,0,0
26,3,7,104,0,0
26,3,8,104,0,0
26,3,9,104,0,0
26,3,10,104,0,0
26,3,11,104,0,0
26,3,12,104,0,0
26,3,13,104,0,0
26,3,14,104,0,0
26,3,15,104,0,0
26,3,16,104,0,0
26,3,17,104,0,0
26,3,18,104,0,0
26,3,19,104,0,0
26,3,20,104,0,0
26,4,1,104,8,0
26,4,2,104,8,0
26,4,3,104,8,0
26,4,4,104,8,0
26,4,5,104,8,0
26,4,6,104,8,0
26,4,7,104,8,0
26,4,8,104,8,0
26,4,9,104,8,0
26,4,10,104,8,0
26,4,11,104,8,0
26,4,12,104,8,0
26,4,13,104,8,0
26,4,14,104,8,0
26,4,15,104,8,0
26,4,16,104,8,0
26,4,17,104,8,0
26,4,18,104,8,0
26,4,19,104,8,0
26,4,20,104,8,0
26,5,1,106,0,0
26,5,2,106,0,0
26,5,3,106,0,0
26,5,4,106,0,0
26,5,5,106,0,0
26,5,6,106,0,0
26,5,7,106,0,0
26,5,8,106,0,0
26,5,9,106,0,0
26,5,10,106,0,0
26,5,11,106,0,0
26,5,12,106,0,0
26,5,13,106,0,0
26,5,14,106,0,0
26,5,15,106,0,0
26,5,16,106,0,0
26,5,17,106,0,0
26,5,18,106,0,0
26,5,19,106,0,0
26,5,20,106,0,0
27,1,1,100,0,0
27,1,2,100,0,0
27,1,3,100,0,0
27,1,4,100,0,0
27,1,5,100,0,0
27,1,6,100,0,0
27,1,7,100,0,0
27,1,8,100,0,0
27,1,9,100,0,0
27,1,10,100,0,0
27,1,11,100,0,0
27,1,12,100,0,0
27,1,13,100,0,0
27,1,14,100,0,0
27,1,15,100,0,0
27,1,16,100,0,0
27,1,17,100,0,0
27,1,18,100,0,0
27,1,19,100,0,0
27,1,20,100,0,0
27,2,1,106,0,0
27,2,2,106,0,0
27,2,3,106,0,0
27,2,4,106,0,0
27,2,5,106,0,0
27,2,6,106,0,0
27,2,7,106,0,0
27,2,8,106,0,0
27,2,9,106,0,0
27,2,10,106,0,0
27,2,11,106,0,0
27,2,12,106,0,0
27,2,13,106,0,0
27,2,14,106,0,0
27,2,15,106,0,0
27,2,16,106,0,0
27,2,17,106,0,0
27,2,18,106,0,0
27,2,19,106,0,0
27,2,20,106,0,0
27,3,1,103,0,0
27,3,2,103,0,0
27,3,3,103,0,0
27,3,4,103,0,0
27,3,5,103,0,0
27,3,6,103,0,0
27,3,7,103,0,0
27,3,8,103,0,0
27,3,9,103,0,0
27,3,10,103,0,0
27,3,11,103,0,0
27,3,12,103,0,0
27,3,13,103,0,0
27,3,14,103,0,0
27,3,15,103,0,0
27,3,16,103,0,0
27,3,17,103,0,0
27,3,18,103,0,0
27,3,19,103,0,0
27,3,20,103,0,0
27,4,1,105,0,0
27,4,2,105,0,0
27,4,3,105,0,0
27,4,4,105,0,0
27,4,5,105,0,0
27,4,6,105,0,0
27,4,7,105,0,0
27,4,8,105,0,0
27,4,9,105,0,0
27,4,10,105,0,0
27,4,11,105,0,0
27,4,12,105,0,0
27,4,13,105,0,0
27,4,14,105,0,0
27,4,15,105,0,0
27,4,16,105,0,0
27,4,17,105,0,0
27,4,18,105,0,0
27,4,19,105,0,0
27,4,20,105,0,0
27,5,1,107,0,0
27,5,2,107,0,0
27,5,3,107,0,0
27,5,4,107,0,0
27,5,5,107,0,0
27,5,6,107,0,0
27,5,7,107,0,0
27,5,8,107,0,0
27,5,9,107,0,0
27,5,10,107,0,0
27,5,11,107,0,0
27,5,12,107,0,0
27,5,13,107,0,0
27,5,14,107,0,0
27,5,15,107,0,0
27,5,16,107,0,0
27,5,17,107,0,0
27,5,18,107,0,0
27,5,19,107,0,0
27,5,20,107,0,0
28,1,1,106,2,0
28,1,2,106,2,0
28,1,3,106,2,0
28,1,4,106,2,0
28,1,5,106,2,0
28,1,6,106,2,0
28,1,7,106,2,0
28,1,8,106,2,0
28,1,9,106,2,0
28,1,10,106,2,0
28,1,11,106,2,0
28,1,12,106,2,0
28,1,13,106,2,0
28,1,14,106,2,0
28,1,15,106,2,0
28,1,16,106,2,0
28,1,17,106,2,0
28,1,18,106,2,0
28,1,19,106,2,0
28,1,20,106,2,0
28,2,1,106,0,0
28,2,2,106,0,0
28,2,3,106,0,0
28,2,4,106,0,0
28,2,5,106,0,0
28,2,6,106,0,0
28,2,7,106,0,0
28,2,8,106,0,0
28,2,9,106,0,0
28,2,10,106,0,0
28,2,11,106,0,0
28,2,12,106,0,0
28,2,13,106,0,0
28,2,14,106,0,0
28,2,15,106,0,0
28,2,16,106,0,0
28,2,17,106,0,0
28,2,18,106,0,0
28,2,19,106,0,0
28,2,20,106,0,0
28,3,1,103,3,0
28,3,2,103,3,0
28,3,3,103,3,0
28,3,4,103,3,0
28,3,5,103,3,0
28,3,6,103,3,0
28,3,7,103,3,0
28,3,8,103,3,0
28,3,9,103,3,0
28,3,10,103,3,0
28,3,11,103,3,0
28,3,12,103,3,0
28,3,13,103,3,0
28,3,14,103,3,0
28,3,15,103,3,0
28,3,16,103,3,0
28,3,17,103,3,0
28,3,18,103,3,0
28,3,19,103,3,0
28,3,20,103,3,0
28,4,1,104,0,0
28,4,2,104,0,0
28,4,3,104,0,0
28,4,4,104,0,0
28,4,5,104,0,0
28,4,6,104,0,0
28,4,7,104,0,0
28,4,8,104,0,0
28,4,9,104,0,0
28,4,10,104,0,0
28,4,11,104,0,0
28,4,12,104,0,0
28,4,13,104,0,0
28,4,14,104,0,0
28,4,15,104,0,0
28,4,16,104,0,0
28,4,17,104,0,0
28,4,18,104,0,0
28,4,19,104,0,0
28,4,20,104,0,0
28,5,1,105,6,2
28,5,2,105,6,0
28,5,3,105,6,0
28,5,4,105,6,2
28,5,5,105,6,0
28,5,6,105,6,0
28,5,7,105,6,0
28,5,8,105,6,0
28,5,9,105,6,0
28,5,10,105,6,0
28,5,11,105,6,2
28,5,12,105,6,0
28,5,13,105,6,0
28,5,14,105,6,4
28,5,15,105,6,0
28,5,16,105,6,0
28,5,17,105,6,0
28,5,18,105,6,0
28,5,19,105,6,0
28,5,20,105,6,0
29,1,1,111,0,0
29,1,2,111,0,0
29,1,3,111,0,0
29,1,4,111,0,0
29,1,5,111,0,0
29,1,6,111,0,0
29,1,7,111,0,0
29,1,8,111,0,0
29,1,9,111,0,0
29,1,10,111,0,0
29,1,11,111,0,0
29,1,12,111,0,0
29,1,13,111,0,0
29,1,14,111,0,0
29,1,15,111,0,0
29,1,16,111,0,0
29,1,17,111,0,0
29,1,18,111,0,0
29,1,19,111,0,0
29,1,20,111,0,0
29,2,1,103,4,0
29,2,2,103,4,0
29,2,3,103,4,0
29,2,4,103,4,0
29,2,5,103,4,0
29,2,6,103,4,0
29,2,7,103,4,0
29,2,8,103,4,0
29,2,9,103,4,0
29,2,10,103,4,0
29,2,11,103,4,0
29,2,12,103,4,0
29,2,13,103,4,0
29,2,14,103,4,0
29,2,15,103,4,0
29,2,16,103,4,0
29,2,17,103,4,0
29,2,18,103,4,0
29,2,19,103,4,0
29,2,20,103,4,0
29,3,1,103,0,0
29,3,2,103,0,0
29,3,3,103,0,0
29,3,4,103,0,0
29,3,5,103,0,0
29,3,6,103,0,0
29,3,7,103,0,0
29,3,8,103,0,0
29,3,9,103,0,0
29,3,10,103,0,0
29,3,11,103,0,0
29,3,12,103,0,0
29,3,13,103,0,0
29,3,14,103,0,0
29,3,15,103,0,0
29,3,16,103,0,0
29,3,17,103,0,0
29,3,18,103,0,0
29,3,19,103,0,0
29,3,20,103,0,0
29,4,1,103,0,0
29,4,2,103,0,0
29,4,3,103,0,0
29,4,4,103,0,0
29,4,5,103,0,0
29,4,6,103,0,0
29,4,7,103,0,0
29,4,8,103,0,0
29,4,9,103,0,0
29,4,10,103,0,0
29,4,11,103,0,0
29,4,12,103,0,0
29,4,13,103,0,0
29,4,14,103,0,0
29,4,15,103,0,0
29,4,16,103,0,0
29,4,17,103,0,0
29,4,18,103,0,0
29,4,19,103,0,0
29,4,20,103,0,0
29,5,1,102,3,0
29,5,2,102,3,0
29,5,3,102,3,0
29,5,4,102,3,0
29,5,5,102,3,0
29,5,6,102,3,0
29,5,7,102,3,0
29,5,8,102,3,0
29,5,9,102,3,0
29,5,10,102,3,0
29,5,11,102,3,0
29,5,12,102,3,0
29,5,13,102,3,0
29,5,14,102,3,0
29,5,15,102,3,0
29,5,16,102,3,0
29,5,17,102,3,0
29,5,18,102,3,0
29,5,19,102,3,0
29,5,20,102,3,0
30,1,1,104,0,0
30,1,2,104,0,0
30,1,3,104,0,0
30,1,4,104,0,0
30,1,5,104,0,0
30,1,6,104,0,0
30,1,7,104,0,0
30,1,8,104,0,0
30,1,9,104,0,0
30,1,10,104,0,0
30,1,11,104,0,0
30,1,12,104,0,0
30,1,13,104,0,0
30,1,14,104,0,0
30,1,15,104,0,0
30,1,16,104,0,0
30,1,17,104,0,0
30,1,18,104,0,0
30,1,19,104,0,0
30,1,20,104,0,0
30,2,1,105,0,0
30,2,2,105,0,0
30,2,3,105,0,0
30,2,4,105,0,0
30,2,5,105,0,0
30,2,6,105,0,0
30,2,7,105,0,0
30,2,8,105,0,0
30,2,9,105,0,0
30,2,10,105,0,0
30,2,11,105,0,0
30,2,12,105,0,0
30,2,13,105,0,0
30,2,14,105,0,0
30,2,15,105,0,0
30,2,16,105,0,0
30,2,17,105,0,0
30,2,18,105,0,0
30,2,19,105,0,0
30,2,20,105,0,0
30,3,1,103,0,0
30,3,2,103,0,0
30,3,3,103,0,0
30,3,4,103,0,0
30,3,5,103,0,0
30,3,6,103,0,0
30,3,7,103,0,0
30,3,8,103,0,0
30,3,9,103,0,0
30,3,10,103,0,0
30,3,11,103,0,0
30,3,12,103,0,0
30,3,13,103,0,0
30,3,14,103,0,0
30,3,15,103,0,0
30,3,16,103,0,0
30,3,17,103,0,0
30,3,18,103,0,0
30,3,19,103,0,0
30,3,20,103,0,0
30,4,1,103,3,0
30,4,2,103,3,0
30,4,3,103,3,0
30,4,4,103,3,0
30,4,5,103,3,0
30,4,6,103,3,0
30,4,7,103,3,0
30,4,8,103,3,0
30,4,9,103,3,0
30,4,10,103,3,0
30,4,11,103,3,0
30,4,12,103,3,0
30,4,13,103,3,0
30,4,14,103,3,0
30,4,15,103,3,0
30,4,16,103,3,0
30,4,17,103,3,0
30,4,18,103,3,0
30,4,19,103,3,0
30,4,20,103,3,0
30,5,1,105,6,0
30,5,2,105,6,0
30,5,3,105,6,0
30,5,4,105,6,0
30,5,5,105,6,0
30,5,6,105,6,0
30,5,7,105,6,0
30,5,8,105,6,0
30,5,9,105,6,0
30,5,10,105,6,0
30,5,11,105,6,0
30,5,12,105,6,0
30,5,13,105,6,0
30,5,14,105,6,0
30,5,15,105,6,0
30,5,16,105,6,0
30,5,17,105,6,0
30,5,18,105,6,0
30,5,19,105,6,0
30,5,20,105,6,0
31,1,1,106,0,0
31,1,2,106,0,0
31,1,3,106,0,0
31,1,4,106,0,0
31,1,5,106,0,0
31,1,6,106,0,0
31,1,7,106,0,0
31,1,8,106,0,0
31,1,9,106,0,0
31,1,10,106,0,0
31,1,11,106,0,0
31,1,12,106,0,0
31,1,13,106,0,0
31,1,14,106,0,0
31,1,15,106,0,0
31,1,16,106,0,0
31,1,17,106,0,0
31,1,18,106,0,0
31,1,19,106,0,0
31,1,20,106,0,0
31,2,1,103,0,0
31,2,2,103,0,0
31,2,3,103,0,0
31,2,4,103,0,0
31,2,5,103,0,0
31,2,6,103,0,0
31,2,7,103,0,0
31,2,8,103,0,0
31,2,9,103,0,0
31,2,10,103,0,0
31,2,11,103,0,0
31,2,12,103,0,0
31,2,13,103,0,0
31,2,14,103,0,0
31,2,15,103,0,0
31,2,16,103,0,0
31,2,17,103,0,0
31,2,18,103,0,0
31,2,19,103,0,0
31,2,20,103,0,0
31,3,1,105,0,0
31,3,2,105,0,0
31,3,3,105,0,0
31,3,4,105,0,0
31,3,5,105,0,0
31,3,6,105,0,0
31,3,7,105,0,0
31,3,8,105,0,0
31,3,9,105,0,0
31,3,10,105,0,0
31,3,11,105,0,0
31,3,12,105,0,0
31,3,13,105,0,0
31,3,14,105,0,0
31,3,15,105,0,0
31,3,16,105,0,0
31,3,17,105,0,0
31,3,18,105,0,0
31,3,19,105,0,0
31,3,20,105,0,0
31,4,1,107,10,0
31,4,2,107,10,1
31,4,3,107,10,0
31,4,4,107,10,0
31,4,5,107,10,0
31,4,6,107,10,2
31,4,7,107,10,0
31,4,8,107,10,0
31,4,9,107,10,0
31,4,10,107,10,0
31,4,11,107,10,0
31,4,12,107,10,0
31,4,13,107,10,0
31,4,14,107,10,0
31,4,15,107,10,0
31,4,16,107,10,0
31,4,17,107,10,4
31,4,18,107,10,0
31,4,19,107,10,0
31,4,20,107,10,0
31,5,1,108,0,0
31,5,2,108,0,0
31,5,3,108,0,0
31,5,4,108,0,0
31,5,5,108,0,0
31,5,6,108,0,0
31,5,7,108,0,0
31,5,8,108,0,0
31,5,9,108,0,0
31,5,10,108,0,0
31,5,11,108,0,0
31,5,12,108,0,0
31,5,13,108,0,0
31,5,14,108,0,0
31,5,15,108,0,0
31,5,16,108,0,0
31,5,17,108,0,0
31,5,18,108,0,0
31,5,19,108,0,0
31,5,20,108,0,0
32,1,1,104,0,0
32,1,2,104,0,0
32,1,3,104,0,0
32,1,4,104,0,0
32,1,5,104,0,0
32,1,6,104,0,0
32,1,7,104,0,0
32,1,8,104,0,0
32,1,9,104,0,0
32,1,10,104,0,0
32,1,11,104,0,0
32,1,12,104,0,0
32,1,13,104,0,0
32,1,14,104,0,0
32,1,15,104,0,0
32,1,16,104,0,0
32,1,17,104,0,0
32,1,18,104,0,0
32,1,19,104,0,0
32,1,20,104,0,0
32,2,1,103,4,0
32,2,2,103,4,0
32,2,3,103,4,0
32,2,4,103,4,0
32,2,5,103,4,0
32,2,6,103,4,0
32,2,7,103,4,0
32,2,8,103,4,0
32,2,9,103,4,0
32,2,10,103,4,0
32,2,11,103,4,0
32,2,12,103,4,0
32,2,13,103,4,0
32,2,14,103,4,0
32,2,15,103,4,0
32,2,16,103,4,0
32,2,17,103,4,0
32,2,18,103,4,0
32,2,19,103,4,0
32,2,20,103,4,0
32,3,1,103,8,4
32,3,2,103,8,0
32,3,3,103,8,4
32,3,4,103,8,0
32,3,5,103,8,4
32,3,6,103,8,4
32,3,7,103,8,4
32,3,8,103,8,0
32,3,9,103,8,4
32,3,10,103,8,0
32,3,11,103,8,0
32,3,12,103,8,0
32,3,13,103,8,4
32,3,14,103,8,4
32,3,15,103,8,4
32,3,16,103,8,4
32,3,17,103,8,4
32,3,18,103,8,0
32,3,19,103,8,4
32,3,20,103,8,3
32,4,1,107,7,0
32,4,2,107,7,0
32,4,3,107,7,0
32,4,4,107,7,0
32,4,5,107,7,0
32,4,6,107,7,0
32,4,7,107,7,0
32,4,8,107,7,0
32,4,9,107,7,0
32,4,10,107,7,0
32,4,11,107,7,0
32,4,12,107,7,0
32,4,13,107,7,0
32,4,14,107,7,0
32,4,15,107,7,0
32,4,16,107,7,0
32,4,17,107,7,0
32,4,18,107,7,0
32,4,19,107,7,0
32,4,20,107,7,0
32,5,1,107,0,0
32,5,2,107,0,0
32,5,3,107,0,0
32,5,4,107,0,0
32,5,5,107,0,0
32,5,6,107,0,0
32,5,7,107,0,0
32,5,8,107,0,0
32,5,9,107,0,0
32,5,10,107,0,0
32,5,11,107,0,0
32,5,12,107,0,0
32,5,13,107,0,0
32,5,14,107,0,0
32,5,15,107,0,0
32,5,16,107,0,0
32,5,17,107,0,0
32,5,18,107,0,0
32,5,19,107,0,0
32,5,20,107,0,0
33,1,1,104,0,0
33,1,2,104,0,0
33,1,3,104,0,0
33,1,4,104,0,0
33,1,5,104,0,0
33,1,6,104,0,0
33,1,7,104,0,0
33,1,8,104,0,0
33,1,9,104,0,0
33,1,10,104,0,0
33,1,11,104,0,0
33,1,12,104,0,0
33,1,13,104,0,0
33,1,14,104,0,0
33,1,15,104,0,0
33,1,16,104,0,0
33,1,17,104,0,0
33,1,18,104,0,0
33,1,19,104,0,0
33,1,20,104,0,0
33,2,1,106,0,0
33,2,2,106,0,0
33,2,3,106,0,0
33,2,4,106,0,0
33,2,5,106,0,0
33,2,6,106,0,0
33,2,7,106,0,0
33,2,8,106,0,0
33,2,9,106,0,0
33,2,10,106,0,0
33,2,11,106,0,0
33,2,12,106,0,0
33,2,13,106,0,0
33,2,14,106,0,0
33,2,15,106,0,0
33,2,16,106,0,0
33,2,17,106,0,0
33,2,18,106,0,0
33,2,19,106,0,0
33,2,20,106,0,0
33,3,1,105,0,0
33,3,2,105,0,0
33,3,3,105,0,0
33,3,4,105,0,0
33,3,5,105,0,0
33,3,6,105,0,0
33,3,7,105,0,0
33,3,8,105,0,0
33,3,9,105,0,0
33,3,10,105,0,0
33,3,11,105,0,0
33,3,12,105,0,0
33,3,13,105,0,0
33,3,14,105,0,0
33,3,15,105,0,0
33,3,16,105,0,0
33,3,17,105,0,0
33,3,18,105,0,0
33,3,19,105,0,0
33,3,20,105,0,0
33,4,1,104,0,0
33,4,2,104,0,0
33,4,3,104,0,0
33,4,4,104,0,0
33,4,5,104,0,0
33,4,6,104,0,0
33,4,7,104,0,0
33,4,8,104,0,0
33,4,9,104,0,0
33,4,10,104,0,0
33,4,11,104,0,0
33,4,12,104,0,0
33,4,13,104,0,0
33,4,14,104,0,0
33,4,15,104,0,0
33,4,16,104,0,0
33,4,17,104,0,0
33,4,18,104,0,0
33,4,19,104,0,0
33,4,20,104,0,0
33,5,1,104,3,0
33,5,2,104,3,0
33,5,3,104,3,0
33,5,4,104,3,0
33,5,5,104,3,0
33,5,6,104,3,0
33,5,7,104,3,0
33,5,8,104,3,0
33,5,9,104,3,0
33,5,10,104,3,0
33,5,11,104,3,0
33,5,12,104,3,0
33,5,13,104,3,0
33,5,14,104,3,0
33,5,15,104,3,0
33,5,16,104,3,0
33,5,17,104,3,0
33,5,18,104,3,0
33,5,19,104,3,0
33,5,20,104,3,0
34,1,1,105,2,0
34,1,2,105,2,0
34,1,3,105,2,0
34,1,4,105,2,0
34,1,5,105,2,0
34,1,6,105,2,0
34,1,7,105,2,0
34,1,8,105,2,0
34,1,9,105,2,0
34,1,10,105,2,0
34,1,11,105,2,0
34,1,12,105,2,0
34,1,13,105,2,0
34,1,14,105,2,0
34,1,15,105,2,0
34,1,16,105,2,0
34,1,17,105,2,0
34,1,18,105,2,0
34,1,19,105,2,0
34,1,20,105,2,0
34,2,1,106,0,0
34,2,2,106,0,0
34,2,3,106,0,0
34,2,4,106,0,0
34,2,5,106,0,0
34,2,6,106,0,0
34,2,7,106,0,0
34,2,8,106,0,0
34,2,9,106,0,0
34,2,10,106,0,0
34,2,11,106,0,0
34,2,12,106,0,0
34,2,13,106,0,0
34,2,14,106,0,0
34,2,15,106,0,0
34,2,16,106,0,0
34,2,17,106,0,0
34,2,18,106,0,0
34,2,19,106,0,0
34,2,20,106,0,0
34,3,1,100,0,0
34,3,2,100,0,0
34,3,3,100,0,0
34,3,4,100,0,0
34,3,5,100,0,0
34,3,6,100,0,0
34,3,7,100,0,0
34,3,8,100,0,0
34,3,9,100,0,0
34,3,10,100,0,0
34,3,11,100,0,0
34,3,12,100,0,0
34,3,13,100,0,0
34,3,14,100,0,0
34,3,15,100,0,0
34,3,16,100,0,0
34,3,17,100,0,0
34,3,18,100,0,0
34,3,19,100,0,0
34,3,20,100,0,0
34,4,1,106,1,0
34,4,2,106,1,0
34,4,3,106,1,0
34,4,4,106,1,0
34,4,5,106,1,0
34,4,6,106,1,0
34,4,7,106,1,0
34,4,8,106,1,0
34,4,9,106,1,0
34,4,10,106,1,0
34,4,11,106,1,0
34,4,12,106,1,0
34,4,13,106,1,0
34,4,14,106,1,0
34,4,15,106,1,0
34,4,16,106,1,0
34,4,17,106,1,0
34,4,18,106,1,0
34,4,19,106,1,0
34,4,20,106,1,0
34,5,1,103,8,0
34,5,2,103,8,0
34,5,3,103,8,0
34,5,4,103,8,0
34,5,5,103,8,0
34,5,6,103,8,0
34,5,7,103,8,0
34,5,8,103,8,0
34,5,9,103,8,0
34,5,10,103,8,0
34,5,11,103,8,0
34,5,12,103,8,0
34,5,13,103,8,0
34,5,14,103,8,0
34,5,15,103,8,0
34,5,16,103,8,0
34,5,17,103,8,0
34,5,18,103,8,0
34,5,19,103,8,0
34,5,20,103,8,0
35,1,1,104,0,0
35,1,2,104,0,0
35,1,3,104,0,0
35,1,4,104,0,0
35,1,5,104,0,0
35,1,6,104,0,0
35,1,7,104,0,0
35,1,8,104,0,0
35,1,9,104,0,0
35,1,10,104,0,0
35,1,11,104,0,0
35,1,12,104,0,0
35,1,13,104,0,0
35,1,14,104,0,0
35,1,15,104,0,0
35,1,16,104,0,0
35,1,17,104,0,0
35,1,18,104,0,0
35,1,19,104,0,0
35,1,20,104,0,0
35,2,1,103,0,0
35,2,2,103,0,0
35,2,3,103,0,0
35,2,4,103,0,0
35,2,5,103,0,0
35,2,6,103,0,0
35,2,7,103,0,0
35,2,8,103,0,0
35,2,9,103,0,0
35,2,10,103,0,0
35,2,11,103,0,0
35,2,12,103,0,0
35,2,13,103,0,0
35,2,14,103,0,0
35,2,15,103,0,0
35,2,16,103,0,0
35,2,17,103,0,0
35,2,18,103,0,0
35,2,19,103,0,0
35,2,20,103,0,0
35,3,1,107,0,0
35,3,2,107,0,0
35,3,3,107,0,0
35,3,4,107,0,0
35,3,5,107,0,0
35,3,6,107,0,0
35,3,7,107,0,0
35,3,8,107,0,0
35,3,9,107,0,0
35,3,10,107,0,0
35,3,11,107,0,0
35,3,12,107,0,0
35,3,13,107,0,0
35,3,14,107,0,0
35,3,15,107,0,0
35,3,16,107,0,0
35,3,17,107,0,0
35,3,18,107,0,0
35,3,19,107,0,0
35,3,20,107,0,0
35,4,1,107,0,0
35,4,2,107,0,0
35,4,3,107,0,0
35,4,4,107,0,0
35,4,5,107,0,0
35,4,6,107,0,0
35,4,7,107,0,0
35,4,8,107,0,0
35,4,9,107,0,0
35,4,10,107,0,0
35,4,11,107,0,0
35,4,12,107,0,0
35,4,13,107,0,0
35,4,14,107,0,0
